record_type,name,version_or_range,license,scope,sources
lockfile,@aws-sdk/credential-provider-process,3.972.5,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/credential-provider-sso,3.972.5,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/credential-provider-web-identity,3.972.5,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/credential-providers,3.987.0,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/middleware-host-header,3.972.3,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/middleware-logger,3.972.3,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/middleware-recursion-detection,3.972.3,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/middleware-user-agent,3.972.7,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/nested-clients,3.985.0,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/nested-clients,3.987.0,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/region-config-resolver,3.972.3,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/token-providers,3.985.0,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/types,3.973.1,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/util-endpoints,3.980.0,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/util-endpoints,3.985.0,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/util-endpoints,3.987.0,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/util-locate-window,3.965.2,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/util-user-agent-browser,3.972.3,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/util-user-agent-node,3.972.5,Apache-2.0,development,package-lock.json
lockfile,@aws-sdk/xml-builder,3.972.15,Apache-2.0,development,package-lock.json
lockfile,@aws/lambda-invoke-store,0.2.3,Apache-2.0,development,package-lock.json
lockfile,@babel/code-frame,7.29.0,MIT,development,package-lock.json
lockfile,@babel/compat-data,7.28.6,MIT,development,package-lock.json
lockfile,@babel/core,7.29.0,MIT,development,package-lock.json
lockfile,@babel/generator,7.29.1,MIT,development,package-lock.json
lockfile,@babel/helper-annotate-as-pure,7.27.3,MIT,development,package-lock.json
lockfile,@babel/helper-compilation-targets,7.28.6,MIT,development,package-lock.json
lockfile,@babel/helper-create-class-features-plugin,7.28.6,MIT,development,package-lock.json
lockfile,@babel/helper-globals,7.28.0,MIT,development,package-lock.json
lockfile,@babel/helper-member-expression-to-functions,7.28.5,MIT,development,package-lock.json
lockfile,@babel/helper-module-imports,7.28.6,MIT,development,package-lock.json
lockfile,@babel/helper-module-transforms,7.28.6,MIT,development,package-lock.json
lockfile,@babel/helper-optimise-call-expression,7.27.1,MIT,development,package-lock.json
lockfile,@babel/helper-plugin-utils,7.28.6,MIT,development,package-lock.json
lockfile,@babel/helper-replace-supers,7.28.6,MIT,development,package-lock.json
lockfile,@babel/helper-skip-transparent-expression-wrappers,7.27.1,MIT,development,package-lock.json
lockfile,@babel/helper-string-parser,7.27.1,MIT,development,package-lock.json
lockfile,@babel/helper-validator-identifier,7.28.5,MIT,development,package-lock.json
lockfile,@babel/helper-validator-option,7.27.1,MIT,development,package-lock.json
lockfile,@babel/helpers,7.28.6,MIT,development,package-lock.json
lockfile,@babel/parser,7.29.2,MIT,development,package-lock.json
lockfile,@babel/plugin-syntax-jsx,7.28.6,MIT,development,package-lock.json
lockfile,@babel/plugin-syntax-typescript,7.28.6,MIT,development,package-lock.json
lockfile,@babel/plugin-transform-arrow-functions,7.27.1,MIT,development,package-lock.json
lockfile,@babel/plugin-transform-modules-commonjs,7.28.6,MIT,development,package-lock.json
lockfile,@babel/plugin-transform-react-display-name,7.28.0,MIT,development,package-lock.json
lockfile,@babel/plugin-transform-react-jsx,7.28.6,MIT,development,package-lock.json
lockfile,@babel/plugin-transform-react-jsx-development,7.27.1,MIT,development,package-lock.json
lockfile,@babel/plugin-transform-react-pure-annotations,7.27.1,MIT,development,package-lock.json
lockfile,@babel/plugin-transform-typescript,7.28.6,MIT,development,package-lock.json
lockfile,@babel/preset-react,7.28.5,MIT,development,package-lock.json
lockfile,@babel/preset-typescript,7.28.5,MIT,development,package-lock.json
lockfile,@babel/runtime,7.28.6,MIT,development,package-lock.json
lockfile,@babel/template,7.28.6,MIT,development,package-lock.json
lockfile,@babel/traverse,7.29.0,MIT,development,package-lock.json
lockfile,@babel/types,7.29.0,MIT,development,package-lock.json
lockfile,@bcoe/v8-coverage,1.0.2,MIT,development,package-lock.json
lockfile,@borewit/text-codec,0.2.2,MIT,runtime,package-lock.json
lockfile,@braintree/sanitize-url,7.1.2,MIT,development,package-lock.json
lockfile,@chevrotain/types,11.1.2,Apache-2.0,development,package-lock.json
lockfile,@cspotcode/source-map-support,0.8.1,MIT,development,package-lock.json
lockfile,@csstools/color-helpers,5.1.0,MIT-0,development,package-lock.json
lockfile,@csstools/css-calc,2.1.4,MIT,development,package-lock.json
lockfile,@csstools/css-color-parser,3.1.0,MIT,development,package-lock.json
lockfile,@csstools/css-parser-algorithms,3.0.5,MIT,development,package-lock.json
lockfile,@csstools/css-syntax-patches-for-csstree,1.0.25,MIT-0,development,package-lock.json
lockfile,@csstools/css-tokenizer,3.0.4,MIT,development,package-lock.json
lockfile,@develar/schema-utils,2.6.5,MIT,development,package-lock.json
lockfile,@discoveryjs/json-ext,0.5.7,MIT,development,package-lock.json
lockfile,@electron/asar,3.4.1,MIT,development,package-lock.json
lockfile,@electron/fuses,1.8.0,MIT,development,package-lock.json
lockfile,@electron/get,2.0.3,MIT,development,package-lock.json
lockfile,@electron/get,3.1.0,MIT,development,package-lock.json
lockfile,@electron/notarize,2.5.0,MIT,development,package-lock.json
lockfile,@electron/osx-sign,1.3.3,BSD-2-Clause,development,package-lock.json
lockfile,@electron/rebuild,4.0.3,MIT,development,package-lock.json
lockfile,@electron/universal,2.0.3,MIT,development,package-lock.json
lockfile,@electron/windows-sign,1.2.2,BSD-2-Clause,development,package-lock.json
lockfile,@emnapi/core,1.11.1,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@emnapi/core,1.8.1,MIT,development,package-lock.json
lockfile,@emnapi/runtime,1.11.1,MIT,optional,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@emnapi/runtime,1.8.1,MIT,development,package-lock.json
lockfile,@emnapi/wasi-threads,1.1.0,MIT,development,package-lock.json
lockfile,@emnapi/wasi-threads,1.2.2,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@esbuild/aix-ppc64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/aix-ppc64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/android-arm,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/android-arm,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/android-arm64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/android-arm64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/android-x64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/android-x64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/darwin-arm64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/darwin-arm64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/darwin-x64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/darwin-x64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/freebsd-arm64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/freebsd-arm64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/freebsd-x64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/freebsd-x64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-arm,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-arm,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-arm64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-arm64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-ia32,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-ia32,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-loong64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-loong64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-mips64el,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-mips64el,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-ppc64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-ppc64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-riscv64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-riscv64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-s390x,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-s390x,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/linux-x64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/linux-x64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/netbsd-arm64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/netbsd-arm64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/netbsd-x64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/netbsd-x64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/openbsd-arm64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/openbsd-arm64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/openbsd-x64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/openbsd-x64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/openharmony-arm64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/openharmony-arm64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/sunos-x64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/sunos-x64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/win32-arm64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/win32-arm64,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/win32-ia32,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/win32-ia32,0.28.1,MIT,development,package-lock.json
lockfile,@esbuild/win32-x64,0.25.12,MIT,development,package-lock.json
lockfile,@esbuild/win32-x64,0.28.1,MIT,development,package-lock.json
lockfile,@eslint-community/eslint-utils,4.9.1,MIT,development,package-lock.json
lockfile,@eslint-community/regexpp,4.12.2,MIT,development,package-lock.json
lockfile,@eslint/config-array,0.21.1,Apache-2.0,development,package-lock.json
lockfile,@eslint/config-helpers,0.4.2,Apache-2.0,development,package-lock.json
lockfile,@eslint/core,0.17.0,Apache-2.0,development,package-lock.json
lockfile,@eslint/eslintrc,3.3.3,MIT,development,package-lock.json
lockfile,@eslint/js,9.39.2,MIT,development,package-lock.json
lockfile,@eslint/object-schema,2.1.7,Apache-2.0,development,package-lock.json
lockfile,@eslint/plugin-kit,0.4.1,Apache-2.0,development,package-lock.json
lockfile,@exodus/bytes,1.9.0,MIT,development,package-lock.json
lockfile,@google/generative-ai,0.1.3,Apache-2.0,development,package-lock.json
lockfile,@hapi/address,5.1.1,BSD-3-Clause,development,package-lock.json
lockfile,@hapi/formula,3.0.2,BSD-3-Clause,development,package-lock.json
lockfile,@hapi/hoek,11.0.7,BSD-3-Clause,development,package-lock.json
lockfile,@hapi/pinpoint,2.0.1,BSD-3-Clause,development,package-lock.json
lockfile,@hapi/tlds,1.1.4,BSD-3-Clause,development,package-lock.json
lockfile,@hapi/topo,6.0.2,BSD-3-Clause,development,package-lock.json
lockfile,@hono/node-server,1.19.13,MIT,runtime,package-lock.json
lockfile,@humanfs/core,0.19.1,Apache-2.0,development,package-lock.json
lockfile,@humanfs/node,0.16.7,Apache-2.0,development,package-lock.json
lockfile,@humanwhocodes/module-importer,1.0.1,Apache-2.0,development,package-lock.json
lockfile,@humanwhocodes/retry,0.4.3,Apache-2.0,development,package-lock.json
lockfile,@iconify/types,2.0.0,MIT,development,package-lock.json
lockfile,@iconify/utils,3.1.0,MIT,development,package-lock.json
lockfile,@img/colour,1.0.0,MIT,runtime,package-lock.json
lockfile,@img/sharp-darwin-arm64,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-darwin-x64,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-libvips-darwin-arm64,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-darwin-x64,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-linux-arm,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-linux-arm64,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-linux-ppc64,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-linux-riscv64,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-linux-s390x,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-linux-x64,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-linuxmusl-arm64,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-libvips-linuxmusl-x64,1.2.4,LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-linux-arm,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-linux-arm64,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-linux-ppc64,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-linux-riscv64,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-linux-s390x,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-linux-x64,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-linuxmusl-arm64,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-linuxmusl-x64,0.34.5,Apache-2.0,optional,package-lock.json
lockfile,@img/sharp-wasm32,0.34.5,Apache-2.0 AND LGPL-3.0-or-later AND MIT,optional,package-lock.json
lockfile,@img/sharp-win32-arm64,0.34.5,Apache-2.0 AND LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-win32-ia32,0.34.5,Apache-2.0 AND LGPL-3.0-or-later,optional,package-lock.json
lockfile,@img/sharp-win32-x64,0.34.5,Apache-2.0 AND LGPL-3.0-or-later,optional,package-lock.json
lockfile,@isaacs/cliui,8.0.2,ISC,development,package-lock.json
lockfile,@isaacs/cliui,9.0.0,BlueOak-1.0.0,development,package-lock.json
lockfile,@isaacs/fs-minipass,4.0.1,ISC,runtime,package-lock.json
lockfile,@jimp/core,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/diff,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/file-ops,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/js-bmp,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/js-gif,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/js-jpeg,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/js-png,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/js-tiff,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-blit,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-blur,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-circle,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-color,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-contain,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-cover,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-crop,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-displace,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-dither,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-fisheye,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-flip,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-hash,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-mask,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-print,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-quantize,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-resize,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-rotate,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/plugin-threshold,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/types,1.6.1,MIT,runtime,package-lock.json
lockfile,@jimp/utils,1.6.1,MIT,runtime,package-lock.json
lockfile,@jridgewell/gen-mapping,0.3.13,MIT,development,package-lock.json
lockfile,@jridgewell/remapping,2.3.5,MIT,development,package-lock.json
lockfile,@jridgewell/resolve-uri,3.1.2,MIT,development,package-lock.json
lockfile,@jridgewell/source-map,0.3.11,MIT,development,package-lock.json
lockfile,@jridgewell/sourcemap-codec,1.5.5,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@jridgewell/trace-mapping,0.3.31,MIT,development,package-lock.json
lockfile,@jridgewell/trace-mapping,0.3.9,MIT,development,package-lock.json
lockfile,@jsonjoy.com/base64,1.1.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/base64,17.65.0,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/buffers,1.2.1,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/buffers,17.65.0,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/codegen,1.0.0,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/codegen,17.65.0,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/fs-core,4.56.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/fs-fsa,4.56.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/fs-node,4.56.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/fs-node-builtins,4.56.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/fs-node-to-fsa,4.56.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/fs-node-utils,4.56.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/fs-print,4.56.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/fs-snapshot,4.56.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/json-pack,1.21.0,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/json-pack,17.65.0,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/json-pointer,1.0.2,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/json-pointer,17.65.0,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/util,1.9.0,Apache-2.0,development,package-lock.json
lockfile,@jsonjoy.com/util,17.65.0,Apache-2.0,development,package-lock.json
lockfile,@kutalia/whisper-node-addon,1.1.0,MIT,optional,package-lock.json
lockfile,@leichtgewicht/ip-codec,2.0.5,MIT,development,package-lock.json
lockfile,@malept/cross-spawn-promise,2.0.0,Apache-2.0,development,package-lock.json
lockfile,@malept/flatpak-bundler,0.4.0,MIT,development,package-lock.json
lockfile,@mermaid-js/parser,1.1.1,MIT,development,package-lock.json
lockfile,@modelcontextprotocol/sdk,1.26.0,MIT,runtime,package-lock.json
lockfile,@napi-rs/wasm-runtime,1.1.1,MIT,development,package-lock.json
lockfile,@napi-rs/wasm-runtime,1.1.6,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@noble/hashes,1.4.0,MIT,development,package-lock.json
lockfile,@npmcli/agent,3.0.0,ISC,development,package-lock.json
lockfile,@npmcli/fs,4.0.0,ISC,development,package-lock.json
lockfile,@nut-tree-fork/default-clipboard-provider,4.2.6,Apache-2.0,optional,package-lock.json
lockfile,@nut-tree-fork/libnut,4.2.6,Apache-2.0,optional,package-lock.json
lockfile,@nut-tree-fork/libnut-darwin,2.7.5,Apache-2.0,optional,package-lock.json
lockfile,@nut-tree-fork/libnut-linux,2.7.5,Apache-2.0,optional,package-lock.json
lockfile,@nut-tree-fork/libnut-win32,2.7.5,Apache-2.0,optional,package-lock.json
lockfile,@nut-tree-fork/node-mac-permissions,2.2.1,MIT,optional,package-lock.json
lockfile,@nut-tree-fork/nut-js,4.2.6,Apache-2.0,optional,package-lock.json
lockfile,@nut-tree-fork/provider-interfaces,4.2.6,Apache-2.0,optional,package-lock.json
lockfile,@nut-tree-fork/shared,4.2.6,Apache-2.0,optional,package-lock.json
lockfile,@opentelemetry/api,1.9.0,Apache-2.0,development,package-lock.json
lockfile,@oxc-project/types,0.137.0,MIT,development,package-lock.json
lockfile,@oxc-project/types,0.139.0,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@peculiar/asn1-cms,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-csr,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-ecc,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-pfx,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-pkcs8,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-pkcs9,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-rsa,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-schema,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-x509,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/asn1-x509-attr,2.6.0,MIT,development,package-lock.json
lockfile,@peculiar/x509,1.14.3,MIT,development,package-lock.json
lockfile,@pkgjs/parseargs,0.11.0,MIT,development,package-lock.json
lockfile,@playwright/test,1.58.2,Apache-2.0,development,package-lock.json
lockfile,@pmmmwh/react-refresh-webpack-plugin,0.6.2,MIT,development,package-lock.json
lockfile,@remix-run/router,1.23.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-android-arm64,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-android-arm64,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-darwin-arm64,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-darwin-arm64,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-darwin-x64,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-darwin-x64,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-freebsd-x64,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-freebsd-x64,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-linux-arm-gnueabihf,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-linux-arm-gnueabihf,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-linux-arm64-gnu,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-linux-arm64-gnu,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-linux-arm64-musl,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-linux-arm64-musl,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-linux-ppc64-gnu,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-linux-ppc64-gnu,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-linux-s390x-gnu,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-linux-s390x-gnu,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-linux-x64-gnu,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-linux-x64-gnu,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-linux-x64-musl,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-linux-x64-musl,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-openharmony-arm64,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-openharmony-arm64,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-wasm32-wasi,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-wasm32-wasi,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-win32-arm64-msvc,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-win32-arm64-msvc,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/binding-win32-x64-msvc,1.1.3,MIT,development,package-lock.json
lockfile,@rolldown/binding-win32-x64-msvc,1.1.5,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@rolldown/pluginutils,1.0.0-rc.7,MIT,development,package-lock.json
lockfile,@rolldown/pluginutils,1.0.1,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
