record_type,name,version_or_range,license,scope,sources
lockfile,@sindresorhus/is,4.6.0,MIT,development,package-lock.json
lockfile,@smithy/abort-controller,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/config-resolver,4.4.6,Apache-2.0,development,package-lock.json
lockfile,@smithy/core,3.23.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/credential-provider-imds,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/fetch-http-handler,5.3.9,Apache-2.0,development,package-lock.json
lockfile,@smithy/hash-node,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/invalid-dependency,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/is-array-buffer,2.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/is-array-buffer,4.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/middleware-content-length,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/middleware-endpoint,4.4.14,Apache-2.0,development,package-lock.json
lockfile,@smithy/middleware-retry,4.4.31,Apache-2.0,development,package-lock.json
lockfile,@smithy/middleware-serde,4.2.9,Apache-2.0,development,package-lock.json
lockfile,@smithy/middleware-stack,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/node-config-provider,4.3.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/node-http-handler,4.4.10,Apache-2.0,development,package-lock.json
lockfile,@smithy/property-provider,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/protocol-http,5.3.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/querystring-builder,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/querystring-parser,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/service-error-classification,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/shared-ini-file-loader,4.4.3,Apache-2.0,development,package-lock.json
lockfile,@smithy/signature-v4,5.3.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/smithy-client,4.11.3,Apache-2.0,development,package-lock.json
lockfile,@smithy/types,4.13.1,Apache-2.0,development,package-lock.json
lockfile,@smithy/url-parser,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-base64,4.3.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-body-length-browser,4.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-body-length-node,4.2.1,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-buffer-from,2.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-buffer-from,4.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-config-provider,4.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-defaults-mode-browser,4.3.30,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-defaults-mode-node,4.2.33,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-endpoints,3.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-hex-encoding,4.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-middleware,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-retry,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-stream,4.5.12,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-uri-escape,4.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-utf8,2.3.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-utf8,4.2.0,Apache-2.0,development,package-lock.json
lockfile,@smithy/util-waiter,4.2.8,Apache-2.0,development,package-lock.json
lockfile,@smithy/uuid,1.1.0,Apache-2.0,development,package-lock.json
lockfile,@standard-schema/spec,1.1.0,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@swc/core,1.15.24,Apache-2.0,development,package-lock.json
lockfile,@swc/core-darwin-arm64,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-darwin-x64,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-linux-arm-gnueabihf,1.15.24,Apache-2.0,development,package-lock.json
lockfile,@swc/core-linux-arm64-gnu,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-linux-arm64-musl,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-linux-ppc64-gnu,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-linux-s390x-gnu,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-linux-x64-gnu,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-linux-x64-musl,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-win32-arm64-msvc,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-win32-ia32-msvc,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/core-win32-x64-msvc,1.15.24,Apache-2.0 AND MIT,development,package-lock.json
lockfile,@swc/counter,0.1.3,Apache-2.0,development,package-lock.json
lockfile,@swc/types,0.1.26,Apache-2.0,development,package-lock.json
lockfile,@szmarczak/http-timer,4.0.6,MIT,development,package-lock.json
lockfile,@tailwindcss/node,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-android-arm64,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-darwin-arm64,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-darwin-x64,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-freebsd-x64,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-linux-arm-gnueabihf,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-linux-arm64-gnu,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-linux-arm64-musl,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-linux-x64-gnu,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-linux-x64-musl,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-wasm32-wasi,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-win32-arm64-msvc,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/oxide-win32-x64-msvc,4.2.2,MIT,development,package-lock.json
lockfile,@tailwindcss/postcss,4.2.2,MIT,development,package-lock.json
lockfile,@testing-library/dom,10.4.1,MIT,development,package-lock.json
lockfile,@testing-library/jest-dom,6.9.1,MIT,development,package-lock.json
lockfile,@testing-library/react,16.3.2,MIT,development,package-lock.json
lockfile,@testing-library/user-event,14.6.1,MIT,development,package-lock.json
lockfile,@tokenizer/inflate,0.4.1,MIT,runtime,package-lock.json
lockfile,@tokenizer/token,0.3.0,MIT,runtime,package-lock.json
lockfile,@tsconfig/node10,1.0.12,MIT,development,package-lock.json
lockfile,@tsconfig/node12,1.0.11,MIT,development,package-lock.json
lockfile,@tsconfig/node14,1.0.3,MIT,development,package-lock.json
lockfile,@tsconfig/node16,1.0.4,MIT,development,package-lock.json
lockfile,@tybys/wasm-util,0.10.1,MIT,development,package-lock.json
lockfile,@tybys/wasm-util,0.10.3,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@types/aria-query,5.0.4,MIT,development,package-lock.json
lockfile,@types/better-sqlite3,7.6.13,MIT,development,package-lock.json
lockfile,@types/body-parser,1.19.6,MIT,development,package-lock.json
lockfile,@types/bonjour,3.5.13,MIT,development,package-lock.json
lockfile,@types/braces,3.0.5,MIT,development,package-lock.json
lockfile,@types/cacheable-request,6.0.3,MIT,development,package-lock.json
lockfile,@types/chai,5.2.3,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@types/connect,3.4.38,MIT,development,package-lock.json
lockfile,@types/connect-history-api-fallback,1.5.4,MIT,development,package-lock.json
lockfile,@types/d3,7.4.3,MIT,development,package-lock.json
lockfile,@types/d3-array,3.2.2,MIT,development,package-lock.json
lockfile,@types/d3-axis,3.0.6,MIT,development,package-lock.json
lockfile,@types/d3-brush,3.0.6,MIT,development,package-lock.json
lockfile,@types/d3-chord,3.0.6,MIT,development,package-lock.json
lockfile,@types/d3-color,3.1.3,MIT,development,package-lock.json
lockfile,@types/d3-contour,3.0.6,MIT,development,package-lock.json
lockfile,@types/d3-delaunay,6.0.4,MIT,development,package-lock.json
lockfile,@types/d3-dispatch,3.0.7,MIT,development,package-lock.json
lockfile,@types/d3-drag,3.0.7,MIT,development,package-lock.json
lockfile,@types/d3-dsv,3.0.7,MIT,development,package-lock.json
lockfile,@types/d3-ease,3.0.2,MIT,development,package-lock.json
lockfile,@types/d3-fetch,3.0.7,MIT,development,package-lock.json
lockfile,@types/d3-force,3.0.10,MIT,development,package-lock.json
lockfile,@types/d3-format,3.0.4,MIT,development,package-lock.json
lockfile,@types/d3-geo,3.1.0,MIT,development,package-lock.json
lockfile,@types/d3-hierarchy,3.1.7,MIT,development,package-lock.json
lockfile,@types/d3-interpolate,3.0.4,MIT,development,package-lock.json
lockfile,@types/d3-path,3.1.1,MIT,development,package-lock.json
lockfile,@types/d3-polygon,3.0.2,MIT,development,package-lock.json
lockfile,@types/d3-quadtree,3.0.6,MIT,development,package-lock.json
lockfile,@types/d3-random,3.0.3,MIT,development,package-lock.json
lockfile,@types/d3-scale,4.0.9,MIT,development,package-lock.json
lockfile,@types/d3-scale-chromatic,3.1.0,MIT,development,package-lock.json
lockfile,@types/d3-selection,3.0.11,MIT,development,package-lock.json
lockfile,@types/d3-shape,3.1.8,MIT,development,package-lock.json
lockfile,@types/d3-time,3.0.4,MIT,development,package-lock.json
lockfile,@types/d3-time-format,4.0.3,MIT,development,package-lock.json
lockfile,@types/d3-timer,3.0.2,MIT,development,package-lock.json
lockfile,@types/d3-transition,3.0.9,MIT,development,package-lock.json
lockfile,@types/d3-zoom,3.0.8,MIT,development,package-lock.json
lockfile,@types/debug,4.1.12,MIT,development,package-lock.json
lockfile,@types/deep-eql,4.0.2,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@types/ejs,3.1.5,MIT,development,package-lock.json
lockfile,@types/eslint,9.6.1,MIT,development,package-lock.json
lockfile,@types/eslint-scope,3.7.7,MIT,development,package-lock.json
lockfile,@types/estree,1.0.8,MIT,development,package-lock.json
lockfile,@types/estree,1.0.9,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@types/estree-jsx,1.0.5,MIT,development,package-lock.json
lockfile,@types/express,4.17.25,MIT,development,package-lock.json
lockfile,@types/express-serve-static-core,4.19.8,MIT,development,package-lock.json
lockfile,@types/fs-extra,9.0.13,MIT,development,package-lock.json
lockfile,@types/geojson,7946.0.16,MIT,development,package-lock.json
lockfile,@types/hast,3.0.4,MIT,development,package-lock.json
lockfile,@types/html-minifier-terser,6.1.0,MIT,development,package-lock.json
lockfile,@types/http-cache-semantics,4.0.4,MIT,development,package-lock.json
lockfile,@types/http-errors,2.0.5,MIT,development,package-lock.json
lockfile,@types/http-proxy,1.17.17,MIT,development,package-lock.json
lockfile,@types/json-schema,7.0.15,MIT,development,package-lock.json
lockfile,@types/keyv,3.1.4,MIT,development,package-lock.json
lockfile,@types/lodash,4.17.23,MIT,development,package-lock.json
lockfile,@types/mdast,4.0.4,MIT,development,package-lock.json
lockfile,@types/micromatch,4.0.10,MIT,development,package-lock.json
lockfile,@types/mime,1.3.5,MIT,development,package-lock.json
lockfile,@types/ms,2.1.0,MIT,development,package-lock.json
lockfile,@types/node,16.9.1,MIT,runtime,package-lock.json
lockfile,@types/node,18.19.130,MIT,runtime,package-lock.json
lockfile,@types/node,20.19.30,MIT,runtime,package-lock.json
lockfile,@types/node,22.19.7,MIT,development,package-lock.json
lockfile,@types/node,26.1.1,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@types/node-cron,3.0.11,MIT,development,package-lock.json
lockfile,@types/node-fetch,2.6.13,MIT,runtime,package-lock.json
lockfile,@types/plist,3.0.5,MIT,development,package-lock.json
lockfile,@types/prismjs,1.26.5,MIT,development,package-lock.json
lockfile,@types/prop-types,15.7.15,MIT,development,package-lock.json
lockfile,@types/qs,6.14.0,MIT,development,package-lock.json
lockfile,@types/range-parser,1.2.7,MIT,development,package-lock.json
lockfile,@types/react,18.3.27,MIT,development,package-lock.json
lockfile,@types/react-dom,18.3.7,MIT,development,package-lock.json
lockfile,@types/react-syntax-highlighter,15.5.13,MIT,development,package-lock.json
lockfile,@types/react-window,1.8.8,MIT,development,package-lock.json
lockfile,@types/responselike,1.0.3,MIT,development,package-lock.json
lockfile,@types/retry,0.12.2,MIT,development,package-lock.json
lockfile,@types/send,0.17.6,MIT,development,package-lock.json
lockfile,@types/send,1.2.1,MIT,development,package-lock.json
lockfile,@types/serve-index,1.9.4,MIT,development,package-lock.json
lockfile,@types/serve-static,1.15.10,MIT,development,package-lock.json
lockfile,@types/sockjs,0.3.36,MIT,development,package-lock.json
lockfile,@types/stylis,4.2.7,MIT,development,package-lock.json
lockfile,@types/trusted-types,2.0.7,MIT,development,package-lock.json
lockfile,@types/unist,2.0.11,MIT,development,package-lock.json
lockfile,@types/unist,3.0.3,MIT,development,package-lock.json
lockfile,@types/uuid,9.0.8,MIT,development,package-lock.json
lockfile,@types/verror,1.10.11,MIT,development,package-lock.json
lockfile,@types/whatwg-mimetype,3.0.2,MIT,development,package-lock.json
lockfile,@types/ws,8.18.1,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@types/yauzl,2.10.3,MIT,development,package-lock.json
lockfile,@typescript-eslint/eslint-plugin,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/parser,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/project-service,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/scope-manager,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/tsconfig-utils,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/type-utils,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/types,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/typescript-estree,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/utils,8.58.0,MIT,development,package-lock.json
lockfile,@typescript-eslint/visitor-keys,8.58.0,MIT,development,package-lock.json
lockfile,@ungap/structured-clone,1.3.0,ISC,development,package-lock.json
lockfile,@upsetjs/venn.js,2.0.0,MIT,development,package-lock.json
lockfile,@vercel/oidc,3.1.0,Apache-2.0,development,package-lock.json
lockfile,@vitejs/plugin-react-swc,4.3.0,MIT,development,package-lock.json
lockfile,@vitest/coverage-v8,4.1.5,MIT,development,package-lock.json
lockfile,@vitest/expect,4.1.10,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@vitest/expect,4.1.5,MIT,development,package-lock.json
lockfile,@vitest/mocker,4.1.10,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@vitest/mocker,4.1.5,MIT,development,package-lock.json
lockfile,@vitest/pretty-format,4.1.10,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@vitest/pretty-format,4.1.5,MIT,development,package-lock.json
lockfile,@vitest/runner,4.1.10,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@vitest/runner,4.1.5,MIT,development,package-lock.json
lockfile,@vitest/snapshot,4.1.10,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@vitest/snapshot,4.1.5,MIT,development,package-lock.json
lockfile,@vitest/spy,4.1.10,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@vitest/spy,4.1.5,MIT,development,package-lock.json
lockfile,@vitest/utils,4.1.10,MIT,development,packages/openclaw-openkosmos-channel/package-lock.json
lockfile,@vitest/utils,4.1.5,MIT,development,package-lock.json
lockfile,@vscode/ripgrep,1.17.0,MIT,runtime,package-lock.json
lockfile,@webassemblyjs/ast,1.14.1,MIT,development,package-lock.json
lockfile,@webassemblyjs/floating-point-hex-parser,1.13.2,MIT,development,package-lock.json
lockfile,@webassemblyjs/helper-api-error,1.13.2,MIT,development,package-lock.json
lockfile,@webassemblyjs/helper-buffer,1.14.1,MIT,development,package-lock.json
lockfile,@webassemblyjs/helper-numbers,1.13.2,MIT,development,package-lock.json
lockfile,@webassemblyjs/helper-wasm-bytecode,1.13.2,MIT,development,package-lock.json
lockfile,@webassemblyjs/helper-wasm-section,1.14.1,MIT,development,package-lock.json
lockfile,@webassemblyjs/ieee754,1.13.2,MIT,development,package-lock.json
lockfile,@webassemblyjs/leb128,1.13.2,Apache-2.0,development,package-lock.json
lockfile,@webassemblyjs/utf8,1.13.2,MIT,development,package-lock.json
lockfile,@webassemblyjs/wasm-edit,1.14.1,MIT,development,package-lock.json
lockfile,@webassemblyjs/wasm-gen,1.14.1,MIT,development,package-lock.json
lockfile,@webassemblyjs/wasm-opt,1.14.1,MIT,development,package-lock.json
lockfile,@webassemblyjs/wasm-parser,1.14.1,MIT,development,package-lock.json
lockfile,@webassemblyjs/wast-printer,1.14.1,MIT,development,package-lock.json
lockfile,@webpack-cli/configtest,2.1.1,MIT,development,package-lock.json
lockfile,@webpack-cli/info,2.0.2,MIT,development,package-lock.json
lockfile,@webpack-cli/serve,2.0.5,MIT,development,package-lock.json
lockfile,@xmldom/xmldom,0.8.13,MIT,runtime,package-lock.json
lockfile,@xtuc/ieee754,1.2.0,BSD-3-Clause,development,package-lock.json
lockfile,@xtuc/long,4.2.2,Apache-2.0,development,package-lock.json
lockfile,@zeit/schemas,2.36.0,MIT,development,package-lock.json
lockfile,7zip-bin,5.2.0,MIT,development,package-lock.json
lockfile,abbrev,3.0.1,ISC,development,package-lock.json
lockfile,abort-controller,3.0.0,MIT,runtime,package-lock.json
lockfile,accepts,1.3.8,MIT,development,package-lock.json
lockfile,accepts,2.0.0,MIT,runtime,package-lock.json
lockfile,acorn,8.15.0,MIT,development,package-lock.json
lockfile,acorn-import-phases,1.0.4,MIT,development,package-lock.json
lockfile,acorn-jsx,5.3.2,MIT,development,package-lock.json
lockfile,acorn-walk,8.3.4,MIT,development,package-lock.json
lockfile,agent-base,7.1.4,MIT,runtime,package-lock.json
lockfile,agentkeepalive,4.6.0,MIT,runtime,package-lock.json
lockfile,ai,5.0.121,Apache-2.0,development,package-lock.json
lockfile,ajv,6.15.0,MIT,development,package-lock.json
lockfile,ajv,8.12.0,MIT,development,package-lock.json
lockfile,ajv,8.20.0,MIT,runtime,package-lock.json
lockfile,ajv-formats,2.1.1,MIT,development,package-lock.json
lockfile,ajv-formats,3.0.1,MIT,runtime,package-lock.json
lockfile,ajv-keywords,3.5.2,MIT,development,package-lock.json
lockfile,ajv-keywords,5.1.0,MIT,development,package-lock.json
lockfile,anser,2.3.5,MIT,development,package-lock.json
lockfile,ansi-align,3.0.1,ISC,development,package-lock.json
lockfile,ansi-html-community,0.0.8,Apache-2.0,development,package-lock.json
lockfile,ansi-regex,5.0.1,MIT,development,package-lock.json
lockfile,ansi-regex,6.2.2,MIT,development,package-lock.json
lockfile,ansi-styles,4.3.0,MIT,development,package-lock.json
lockfile,ansi-styles,5.2.0,MIT,development,package-lock.json
lockfile,ansi-styles,6.2.3,MIT,development,package-lock.json
lockfile,any-base,1.1.0,MIT,runtime,package-lock.json
lockfile,anymatch,3.1.3,ISC,development,package-lock.json
lockfile,app-builder-bin,5.0.0-alpha.12,MIT,development,package-lock.json
lockfile,app-builder-lib,26.7.0,MIT,development,package-lock.json
lockfile,arch,2.2.0,MIT,runtime,package-lock.json
lockfile,arg,4.1.3,MIT,development,package-lock.json
lockfile,arg,5.0.2,MIT,development,package-lock.json
lockfile,argparse,1.0.10,MIT,runtime,package-lock.json
lockfile,argparse,2.0.1,Python-2.0,runtime,package-lock.json
lockfile,aria-query,5.3.0,Apache-2.0,development,package-lock.json
lockfile,array-buffer-byte-length,1.0.2,MIT,development,package-lock.json
lockfile,array-flatten,1.1.1,MIT,development,package-lock.json
lockfile,array-includes,3.1.9,MIT,development,package-lock.json
lockfile,array.prototype.findlast,1.2.5,MIT,development,package-lock.json
lockfile,array.prototype.flat,1.3.3,MIT,development,package-lock.json
lockfile,array.prototype.flatmap,1.3.3,MIT,development,package-lock.json
lockfile,array.prototype.tosorted,1.1.4,MIT,development,package-lock.json
lockfile,arraybuffer.prototype.slice,1.0.4,MIT,development,package-lock.json
lockfile,arrify,1.0.1,MIT,development,package-lock.json
lockfile,asn1.js,4.10.1,MIT,development,package-lock.json
lockfile,asn1js,3.0.7,BSD-3-Clause,development,package-lock.json
lockfile,assert-plus,1.0.0,MIT,development,package-lock.json
lockfile,assertion-error,2.0.1,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,ast-v8-to-istanbul,1.0.0,MIT,development,package-lock.json
lockfile,astral-regex,2.0.0,MIT,development,package-lock.json
lockfile,async,3.2.6,MIT,development,package-lock.json
lockfile,async-exit-hook,2.0.1,MIT,development,package-lock.json
lockfile,async-function,1.0.0,MIT,development,package-lock.json
lockfile,asynckit,0.4.0,MIT,runtime,package-lock.json
lockfile,at-least-node,1.0.0,ISC,development,package-lock.json
lockfile,available-typed-arrays,1.0.7,MIT,development,package-lock.json
lockfile,await-to-js,3.0.0,MIT,runtime,package-lock.json
lockfile,axios,1.16.0,MIT,development,package-lock.json
lockfile,babel-loader,10.0.0,MIT,development,package-lock.json
lockfile,bail,2.0.2,MIT,development,package-lock.json
lockfile,balanced-match,1.0.2,MIT,development,package-lock.json
lockfile,balanced-match,4.0.2,MIT,development,package-lock.json
lockfile,balanced-match,4.0.4,MIT,development,package-lock.json
lockfile,base64-js,1.5.1,MIT,runtime,package-lock.json
lockfile,baseline-browser-mapping,2.9.15,Apache-2.0,development,package-lock.json
lockfile,batch,0.6.1,MIT,development,package-lock.json
lockfile,better-sqlite3,12.9.0,MIT,runtime,package-lock.json
lockfile,bidi-js,1.0.3,MIT,development,package-lock.json
lockfile,big.js,5.2.2,MIT,development,package-lock.json
lockfile,binary-extensions,2.3.0,MIT,development,package-lock.json
lockfile,bindings,1.5.0,MIT,runtime,package-lock.json
lockfile,bl,4.1.0,MIT,runtime,package-lock.json
lockfile,bluebird,3.4.7,MIT,runtime,package-lock.json
lockfile,bmp-js,0.0.1,MIT,development,package-lock.json
lockfile,bmp-ts,1.0.9,MIT,runtime,package-lock.json
lockfile,bn.js,4.12.3,MIT,development,package-lock.json
lockfile,bn.js,5.2.3,MIT,development,package-lock.json
lockfile,body-parser,1.20.4,MIT,development,package-lock.json
lockfile,body-parser,2.2.2,MIT,runtime,package-lock.json
lockfile,bonjour-service,1.3.0,MIT,development,package-lock.json
lockfile,boolbase,1.0.0,ISC,runtime,package-lock.json
lockfile,boolean,3.2.0,MIT,development,package-lock.json
lockfile,bowser,2.14.1,MIT,development,package-lock.json
lockfile,boxen,7.0.0,MIT,development,package-lock.json
lockfile,brace-expansion,1.1.13,MIT,development,package-lock.json
lockfile,brace-expansion,2.0.3,MIT,development,package-lock.json
lockfile,brace-expansion,5.0.5,MIT,development,package-lock.json
lockfile,braces,3.0.3,MIT,runtime,package-lock.json
lockfile,brorand,1.1.0,MIT,development,package-lock.json
lockfile,browserify-aes,1.2.0,MIT,development,package-lock.json
lockfile,browserify-cipher,1.0.1,MIT,development,package-lock.json
lockfile,browserify-des,1.0.2,MIT,development,package-lock.json
lockfile,browserify-rsa,4.1.1,MIT,development,package-lock.json
lockfile,browserify-sign,4.2.5,ISC,development,package-lock.json
lockfile,browserslist,4.28.1,MIT,development,package-lock.json
lockfile,buffer,5.7.1,MIT,runtime,package-lock.json
lockfile,buffer,6.0.3,MIT,runtime,package-lock.json
lockfile,buffer-alloc,1.2.0,MIT,development,package-lock.json
lockfile,buffer-alloc-unsafe,1.1.0,MIT,development,package-lock.json
lockfile,buffer-crc32,0.2.13,MIT,runtime,package-lock.json
lockfile,buffer-fill,1.0.0,MIT,development,package-lock.json
lockfile,buffer-from,1.1.2,MIT,development,package-lock.json
lockfile,buffer-xor,1.0.3,MIT,development,package-lock.json
lockfile,builder-util,26.4.1,MIT,development,package-lock.json
lockfile,builder-util-runtime,9.5.1,MIT,development,package-lock.json
lockfile,bundle-name,4.1.0,MIT,development,package-lock.json
lockfile,bytes,3.0.0,MIT,development,package-lock.json
lockfile,bytes,3.1.2,MIT,runtime,package-lock.json
lockfile,bytestreamjs,2.0.1,BSD-3-Clause,development,package-lock.json
lockfile,cac,7.0.0,MIT,development,package-lock.json
lockfile,cacache,19.0.1,ISC,development,package-lock.json
lockfile,cacheable-lookup,5.0.4,MIT,development,package-lock.json
lockfile,cacheable-request,7.0.4,MIT,development,package-lock.json
lockfile,call-bind,1.0.8,MIT,development,package-lock.json
lockfile,call-bind-apply-helpers,1.0.2,MIT,runtime,package-lock.json
lockfile,call-bound,1.0.4,MIT,runtime,package-lock.json
lockfile,callsites,3.1.0,MIT,development,package-lock.json
lockfile,camel-case,4.1.2,MIT,development,package-lock.json
lockfile,camelcase,7.0.1,MIT,development,package-lock.json
lockfile,caniuse-lite,1.0.30001765,CC-BY-4.0,development,package-lock.json
lockfile,ccount,2.0.1,MIT,development,package-lock.json
lockfile,chai,6.2.2,MIT,development,package-lock.json;packages/openclaw-openkosmos-channel/package-lock.json
lockfile,chalk,4.1.2,MIT,development,package-lock.json
lockfile,chalk,5.0.1,MIT,development,package-lock.json
lockfile,chalk,5.6.2,MIT,development,package-lock.json
lockfile,chalk-template,0.4.0,MIT,development,package-lock.json
lockfile,character-entities,2.0.2,MIT,development,package-lock.json
lockfile,character-entities-html4,2.1.0,MIT,development,package-lock.json
lockfile,character-entities-legacy,3.0.0,MIT,development,package-lock.json
lockfile,character-reference-invalid,2.0.1,MIT,development,package-lock.json
lockfile,chokidar,3.6.0,MIT,development,package-lock.json
lockfile,chokidar,4.0.3,MIT,development,package-lock.json
lockfile,chownr,1.1.4,ISC,runtime,package-lock.json
lockfile,chownr,3.0.0,BlueOak-1.0.0,runtime,package-lock.json
lockfile,chrome-trace-event,1.0.4,MIT,development,package-lock.json
lockfile,chromium-pickle-js,0.2.0,MIT,development,package-lock.json
lockfile,ci-info,4.3.1,MIT,development,package-lock.json
lockfile,ci-info,4.4.0,MIT,development,package-lock.json
lockfile,cipher-base,1.0.7,MIT,development,package-lock.json
lockfile,class-variance-authority,0.7.1,Apache-2.0,development,package-lock.json
lockfile,clean-css,5.3.3,MIT,development,package-lock.json
lockfile,cli-boxes,3.0.0,MIT,development,package-lock.json
lockfile,cli-cursor,3.1.0,MIT,development,package-lock.json
lockfile,cli-spinners,2.9.2,MIT,development,package-lock.json
lockfile,cli-truncate,2.1.0,MIT,development,package-lock.json
lockfile,clipboardy,2.3.0,MIT,optional,package-lock.json
lockfile,clipboardy,3.0.0,MIT,development,package-lock.json
lockfile,cliui,8.0.1,ISC,development,package-lock.json
lockfile,clone,1.0.4,MIT,development,package-lock.json
lockfile,clone-deep,4.0.1,MIT,development,package-lock.json
lockfile,clone-response,1.0.3,MIT,development,package-lock.json
lockfile,clsx,2.1.1,MIT,development,package-lock.json
lockfile,cohere-ai,7.20.0,MIT,development,package-lock.json
lockfile,color-convert,2.0.1,MIT,development,package-lock.json
lockfile,color-name,1.1.4,MIT,development,package-lock.json
lockfile,colorette,2.0.20,MIT,development,package-lock.json
lockfile,combined-stream,1.0.8,MIT,runtime,package-lock.json
lockfile,comma-separated-tokens,2.0.3,MIT,development,package-lock.json
lockfile,commander,10.0.1,MIT,development,package-lock.json
lockfile,commander,2.20.3,MIT,development,package-lock.json
lockfile,commander,5.1.0,MIT,development,package-lock.json
